Kanton,Verbrauchsprofile typischer Haushalte,Periode,Produkt,Total exkl. MWST (Rp./kWH),Netznutzung (Rp./kWH),Energielieferungkosten (Rp./kWH),Abgaben an das Gemeinwesen (Rp./kWH),Förderabgaben (KEV) (Rp./kWH)
Luzern,C6,2015,Standardprodukt,14.10991,5.3988,7.2062,0.40491,1.1
Uri,H5,2025,Standardprodukt,27.15266666666666,10.4844,13.36826666666667,1,2.3
Appenzell Ausserrhoden,C6,2025,Standardprodukt,22.21241888888889,5.943377777777778,13.96904111111111,0,2.3
Waadt,H5,2023,Standardprodukt,28.18434285714286,8.444190476190476,15.87015238095238,1.57,2.3
Basel-Stadt,C6,2024,Standardprodukt,26.613776,9.5764,8.9192,5.818176,2.3
Luzern,C6,2024,Standardprodukt,23.70545,6.366,14.562,0.59745,2.3
Basel-Stadt,C6,2023,Standardprodukt,24.959176,7.9864,8.7636,5.909176,2.3
Wallis,H5,2013,Standardprodukt,15.85253333333333,6.32,8.4,0.682533333333333,0.45
Zug,C6,2014,Standardprodukt,12.29618133333333,4.41728,7.27890133333333,0,0.6
Genf,C6,2011,Standardprodukt,15.23670220354807,3.55976666666667,10.6715755368814,0.55536,0.45
Zürich,C6,2020,Standardprodukt,13.05283333333333,4.098916666666665,7.09422222222222,0.05,2.3
Solothurn,C6,2018,Standardprodukt,15.51097083333333,4.92339,7.86497083333333,0.02,2.3
Solothurn,H5,2019,Standardprodukt,19.61759478095239,8.06342857142857,7.2876,1,2.3
Bern,C6,2016,Standardprodukt,15.71353423731401,6.33121,8.06232423731401,0.02,1.3
Zürich,H5,2013,Standardprodukt,14.30770523809523,5.990241809523805,7.90327619047619,0.16,0.45
Luzern,H5,2019,Standardprodukt,17.737,6.936,7.8074,0.6936,2.3
Solothurn,H5,2024,Standardprodukt,30.93878571428571,12.3396,15.84222857142857,1,2.3
Graubünden,H5,2011,Standardprodukt,18.55266666666667,9.05377142857143,7.9272,0.8,0.45
Freiburg,C6,2011,Standardprodukt,13.763864,4.37736,8.936504,0,0.45
Glarus,C6,2020,Standardprodukt,14.19193333333333,5.46098888888889,5.9,0.3,2.3
Thurgau,H5,2012,Standardprodukt,16.09219047619048,8.54589809523809,7.48647619047619,0.28,0.45
Tessin,C6,2023,Standardprodukt,20.03824444444444,6.504,12,1.33,2.3
Glarus,C6,2015,Standardprodukt,12.85822222222222,4.65722222222222,6.007,0.3,1.1
Basel-Landschaft,C6,2024,Standardprodukt,23.38684333333333,6.883683333333333,14.01255,0.19061,2.3
Schwyz,C6,2022,Standardprodukt,14.97493333333333,4.9235,7.677467222222222,0.4,2.3
Tessin,C6,2014,Standardprodukt,15.31766666666667,6.256,7.29166666666667,1.17,0.6
Luzern,C6,2013,Standardprodukt,13.746952,4.7988,8.3062,0.33708,0.45
Basel-Landschaft,H5,2022,Standardprodukt,19.52188571428571,8.8164,7.945485714285715,0.46,2.3
Schwyz,C6,2018,Standardprodukt,12.64876111111111,5.10783333333333,5.18092777777778,0.4,2.3
Zug,C6,2024,Standardprodukt,29.9323,9.9643,16.708,0.96,2.3
Genf,H5,2022,Standardprodukt,17.96374285714286,7.278438095238095,7.425304761904762,0.96,2.3
Genf,H5,2015,Standardprodukt,18.60249523809524,7.86000476190476,8.41639047619048,1.2261,1.1
Thurgau,H5,2013,Standardprodukt,16.44925,8.00573333333333,7.75490952380952,0.28,0.45
Zürich,H5,2022,Standardprodukt,16.41585238095238,6.639642857142857,6.952561904761905,0.16,2.3
Luzern,C6,2025,Standardprodukt,17.3252,5.932,8.5,0.5932,2.3
Jura,C6,2025,Standardprodukt,20.94656,7.06676,11.3598,0.22,2.3
Obwalden,C6,2015,Standardprodukt,13.82,4.976,6.844,0.9,1.1
Basel-Landschaft,H5,2021,Standardprodukt,18.62154451428571,7.9468,7.94548571428571,0.4292588,2.3
Glarus,C6,2023,Standardprodukt,19.61043333333333,6.604844444444445,10.6,0.3,2.3
Zürich,H5,2024,Standardprodukt,30.49357142857143,10.55,18.38357142857143,0.16,2.3
Jura,C6,2018,Standardprodukt,17.11328,5.73328,9.06,0.02,2.3
Genf,C6,2023,Standardprodukt,19.64362477777778,5.089244444444445,11.58250033333333,0.67188,2.3
Zürich,C6,2011,Standardprodukt,12.27595944444444,4.13438888888889,7.69157055555555,0,0.45
Obwalden,H5,2014,Standardprodukt,18.6526,8.7344,7.9182,1.4,0.6
Luzern,C6,2020,Standardprodukt,7.63236,3.8,1.24736,0.285,2.3
Aargau,C6,2011,Standardprodukt,12.65885777777778,3.70955555555556,8.18291388888889,0.2,0.45
Thurgau,H5,2011,Standardprodukt,16.1574,8.41362857142857,7.37971428571429,0.25,0.45
Basel-Stadt,C6,2018,Standardprodukt,21.901144,6.9672,6.7116,5.922344,2.3
Genf,C6,2013,Standardprodukt,14.66880384687208,4.22434444444444,9.33613940242764,0.65832,0.45
Luzern,H5,2016,Standardprodukt,17.00870333333333,7.7994,7.0576,0.77994,1.3
Uri,H5,2024,Standardprodukt,28.92053333333333,11.532,14.08853333333333,1,2.3
Zürich,H5,2016,Standardprodukt,14.44013352380952,6.94973304761905,6.18406914285714,0.24,1.3
Tessin,C6,2019,Standardprodukt,15.78466666666666,5.41433333333333,6.70033333333333,1.37,2.3
Basel-Landschaft,C6,2012,Standardprodukt,12.96223333333333,3.60743333333333,8.6948,0.21,0.45
Solothurn,H5,2014,Standardprodukt,17.00987619047619,8.08707428571429,7.6646,1,0.6
Nidwalden,H5,2020,Standardprodukt,17.3498,7.3808,6.669,1,2.3
Appenzell Innerrhoden,C7,2017,Standardprodukt,9.39357663789017,3.76445046796862,4.12912616992155,0,1.5
Appenzell Innerrhoden,C7,2023,Standardprodukt,20.39034546666667,4.970660977777777,13.11968448888889,0,2.3
Neuenburg,C7,2022,Standardprodukt,14.99322709944444,4.519002772888889,8.115297100388888,1.2,2.3
Neuenburg,C7,2012,Standardprodukt,15.23235349087647,4.34604559760702,8.53630789326945,1.9,0.45
Appenzell Innerrhoden,C7,2019,Standardprodukt,11.67316187187448,3.79821046796862,5.57495140390586,0,2.3
Neuenburg,C7,2021,Standardprodukt,13.77478627083574,3.88026812584622,6.53451814498952,1.04,2.3
Neuenburg,C7,2013,Standardprodukt,13.68786903143392,3.88995444595498,7.44791458547894,1.9,0.45
St. Gallen,C7,2014,Standardprodukt,10.98501542480386,3.67661610730434,6.073194084504533,0.2,0.6
Neuenburg,C7,2011,Standardprodukt,15.63201322841543,4.74570533514598,8.53630789326945,1.9,0.45
Glarus,C7,2016,Standardprodukt,11.79160737770679,4.31324404676494,5.23768809352989,0.3,1.3
Neuenburg,C7,2023,Standardprodukt,21.90664668177778,5.41376548,12.30793780088889,1.2,2.3
Neuenburg,C7,2019,Standardprodukt,14.09823680435034,3.88026812584622,6.85796867850412,0.92,2.3
Neuenburg,C7,2017,Standardprodukt,14.48433219825193,4.4582907304961,6.8092785718012,1.65,1.5
Thurgau,C7,2025,Standardprodukt,23.15637576888889,6.103487696666667,14.8,0.2,2.3
Appenzell Innerrhoden,C7,2024,Standardprodukt,23.6648476,6.7868136,14.578034,0,2.3
Neuenburg,C7,2014,Standardprodukt,14.33766524483976,4.38975065936082,7.44791458547894,1.9,0.6
Neuenburg,C7,2018,Standardprodukt,14.23311728861957,3.89548412584622,6.54763316277335,1.49,2.3
Thurgau,C7,2011,Standardprodukt,12.0882276115315,3.94060404676494,7.49045142447173,0.2,0.45
Appenzell Innerrhoden,C7,2014,Standardprodukt,10.56443388232348,3.67805046796862,6.28638341435486,0,0.6
Zürich,C7,2013,Standardprodukt,11.58138569929061,3.30210314435495,7.64986825422627,0.00022,0.45
St. Gallen,C7,2017,Standardprodukt,10.81590280781171,4.02249871058588,4.61033972285094,0.4,1.5
St. Gallen,C7,2023,Standardprodukt,19.98512334335853,4.909445644444444,12.62641263111111,0.31,2.3
Appenzell Innerrhoden,C7,2016,Standardprodukt,9.28277663789017,3.35365046796862,4.62912616992155,0,1.3
Neuenburg,C7,2020,Standardprodukt,14.12734228451348,3.88026812584622,7.14707415866726,0.8,2.3
Neuenburg,C7,2025,Standardprodukt,22.51528511661111,5.420019146055555,13.59526597055556,1.2,2.3
Neuenburg,C7,2015,Standardprodukt,14.82966524483976,4.38175065936082,7.44791458547894,1.9,1.1
Glarus,C7,2015,Standardprodukt,11.88540189929565,4.14244404676494,5.8839192841769,0.3,1.1
Glarus,C7,2024,Standardprodukt,20.35921687333333,6.38349284,11.66130642,0.3,2.3
Jura,C7,2023,Standardprodukt,17.25186721066667,5.251791228444445,9.696075982222222,0.004,2.3
Glarus,C7,2021,Standardprodukt,12.77615487950041,4.39349285611793,5.9,0.3,2.3
Jura,C7,2013,Standardprodukt,12.55921937114594,3.80951121821819,8.29970815292775,0,0.45
Jura,C7,2022,Standardprodukt,16.576879392,4.580803409777777,9.696075982222222,0,2.3
Zug,C7,2019,Standardprodukt,15.20223873635157,5.76681636059859,6.90042237575298,0.235,2.3
Jura,C7,2014,Standardprodukt,13.25579461497906,4.35608646205131,8.29970815292775,0,0.6
Jura,C7,2025,Standardprodukt,19.54301477688889,6.042938794666667,10.99607598222222,0.204,2.3
Jura,C7,2011,Standardprodukt,12.74384038320697,4.15568524193833,8.13815514126864,0,0.45
Jura,C7,2015,Standardprodukt,13.77567144420114,4.37596329127339,8.29970815292775,0,1.1
Zug,C7,2017,Standardprodukt,10.30673919770417,3.81294057093661,4.98379862676756,0.01,1.5
Jura,C7,2021,Standardprodukt,15.24444585199482,4.64444585199482,8.3,0,2.3
Glarus,C7,2020,Standardprodukt,13.09123011691236,4.39349285611793,5.9,0.3,2.3
Glarus,C7,2022,Standardprodukt,13.57615485666667,4.39349284,5.65,0.3,2.3
Glarus,C7,2018,Standardprodukt,12.48877070864863,4.217159642088451,5.225376187059775,0.3,2.3
Zug,C7,2023,Standardprodukt,26.24766100666667,6.893119106666667,16.0945419,0.96,2.3
Glarus,C7,2013,Standardprodukt,10.1232484953366,3.91244404676494,5.6578884953366,0.1,0.45
Glarus,C7,2011,Standardprodukt,12.23457547123668,5.64688737770679,6.03768809352989,0.1,0.45
Basel-Landschaft,C7,2016,Standardprodukt,10.79419232038735,3.12427684494302,5.96548568340005,0.404429792044277,1.3
Basel-Landschaft,C7,2019,Standardprodukt,13.39423814543756,3.50627712587003,7.17487212316753,0.4130888964,2.3
Zug,C7,2024,Standardprodukt,28.90852953555556,9.231158957777778,16.41737057777778,0.96,2.3
Basel-Landschaft,C7,2017,Standardprodukt,12.61903640767951,3.66627712587003,7.07,0.382759281809477,1.5
Glarus,C7,2025,Standardprodukt,19.84059448666667,5.579288066666667,11.2,0.3,2.3
Freiburg,C7,2011,Standardprodukt,13.25914928022613,4.16682638357566,8.64232289665047,0,0.45
Freiburg,C7,2016,Standardprodukt,13.54553219825193,3.80727241715097,8.43825978110096,0,1.3
St. Gallen,C7,2015,Standardprodukt,11.18116308496077,3.72686360899809,5.9303591612886,0.245,1.1
Uri,C7,2017,Standardprodukt,14.6388,5.9388,6.2,1,1.5
St. Gallen,C7,2020,Standardprodukt,13.26980187187448,4.05446402089801,6.29368925488232,0.3,2.3
Freiburg,C7,2021,Standardprodukt,14.14315348061307,3.40489369951211,8.43825978110096,0,2.3
Uri,C7,2023,Standardprodukt,19.69443836222222,4.025444842222222,13.06899352,0.3,2.3
Basel-Stadt,C7,2020,Standardprodukt,20.26691347345901,5.98361293936871,6.45627536954712,5.52702516454318,2.3
Basel-Stadt,C7,2021,Standardprodukt,20.26691347345901,5.98361293936871,6.45627536954712,5.52702516454318,2.3
Basel-Stadt,C7,2024,Standardprodukt,25.11381868,8.736812586666666,8.563293093333334,5.513713,2.3
Freiburg,C7,2012,Standardprodukt,12.40200530806298,3.51289670368442,8.43910860437856,0,0.45
Basel-Stadt,C7,2017,Standardprodukt,19.54421427345901,5.93673293936871,6.45627536954712,5.65120596454318,1.5
Basel-Stadt,C7,2018,Standardprodukt,20.52207919365654,6.14361293936871,6.45627536954712,5.62219088474071,2.3
Freiburg,C7,2020,Standardprodukt,14.14315348061307,3.40489369951211,8.43825978110096,0,2.3
Neuenburg,C7,2024,Standardprodukt,26.30215706766667,6.449505181944445,16.35265188572222,1.2,2.3
Appenzell Innerrhoden,C7,2020,Standardprodukt,12.41503079736271,3.71821046796862,6.39682032939409,0,2.3
St. Gallen,C7,2011,Standardprodukt,11.49725421171757,3.75440771868803,6.84930575056585,0.2,0.45
Uri,C7,2024,Standardprodukt,27.4128,10.2128,13.9,1,2.3
Uri,C7,2016,Standardprodukt,14.6484,5.7484,6.6,1,1.3
Uri,C7,2022,Standardprodukt,11.56274689111111,3.725444842222222,5.237302048888889,0.3,2.3
Appenzell Innerrhoden,C7,2015,Standardprodukt,10.45816495683525,3.34365046796862,6.01451448886663,0,1.1
Neuenburg,C7,2016,Standardprodukt,15.03766524483976,4.4582907304961,7.37937451434366,1.9,1.3
Zug,C7,2016,Standardprodukt,11.18620622475871,4.01779474187322,5.85841148288549,0.01,1.3
Appenzell Innerrhoden,C7,2018,Standardprodukt,10.56357663789017,3.68445046796862,4.57912616992155,0,2.3
St. Gallen,C7,2016,Standardprodukt,10.82968065878818,3.9013627816892,5.05213829645468,0.245,1.3
Appenzell Innerrhoden,C7,2021,Standardprodukt,12.41503079736271,3.71821046796862,6.39682032939409,0,2.3
Zürich,C7,2024,Standardprodukt,26.01782993333333,6.26152,17.86813867933333,0.01,2.3
Thurgau,C7,2023,Standardprodukt,20.81179495289404,4.813705955555555,12.94783777333333,0.39,2.3
Appenzell Innerrhoden,C7,2025,Standardprodukt,21.8865344,6.1428936,13.4436408,0,2.3
St. Gallen,C7,2012,Standardprodukt,11.46698831894508,3.38168809352989,7.01909918784409,0.23,0.45
St. Gallen,C7,2019,Standardprodukt,12.55633687005842,4.02205483763944,5.65,0.4,2.3
Appenzell Innerrhoden,C7,2022,Standardprodukt,13.09539457777778,4.022530488888889,6.772864088888888,0,2.3
Thurgau,C7,2020,Standardprodukt,13.61981285611793,4.24627062456866,6.305542442865965,0.39,2.3
Appenzell Ausserrhoden,C7,2015,Standardprodukt,10.19817824624937,3.16781908496077,5.9303591612886,0,1.1
Thurgau,C7,2015,Standardprodukt,12.99273499123171,5.30605237611297,6.16683308994265,0.245,1.1
Thurgau,C7,2022,Standardprodukt,14.16310823333333,4.316975408,7,0.39,2.3
Thurgau,C7,2019,Standardprodukt,12.85672737770678,4.30042749103891,5.75,0.39,2.3
Thurgau,C7,2021,Standardprodukt,13.65389726079443,4.24627062456866,6.3,0.39,2.3
Thurgau,C7,2014,Standardprodukt,12.60310832735461,5.06481691061543,6.47437070864863,0.26,0.6
Uri,C7,2021,Standardprodukt,10.56274698685355,3.72544489191134,4.23730209494221,0.3,2.3
Uri,C7,2011,Standardprodukt,14.59691311649635,6.28096577316523,7.86594734333112,0,0.45
Uri,C7,2015,Standardprodukt,15.456,8.206,5.9,0.25,1.1
Freiburg,C7,2015,Standardprodukt,13.51787348061307,3.97961369951211,8.43825978110096,0,1.1
Uri,C7,2014,Standardprodukt,17.598,11.048,5.7,0.25,0.6
Uri,C7,2019,Standardprodukt,10.91274698685355,3.80544489191134,4.50730209494221,0.3,2.3
Appenzell Innerrhoden,C7,2013,Standardprodukt,11.37799019081956,3.11765046796862,7.81033972285094,0,0.45
Uri,C7,2018,Standardprodukt,15.4388,5.9388,6.2,1,2.3
Thurgau,C7,2018,Standardprodukt,12.58898428058966,4.62230166547092,4.98128077069205,0.4,2.3
Uri,C7,2020,Standardprodukt,10.83274698685355,3.72544489191134,4.50730209494221,0.3,2.3
Uri,C7,2012,Standardprodukt,11.35371838216324,3.83777103883212,7.06594734333112,0,0.45
St. Gallen,C7,2018,Standardprodukt,11.7235979482023,4.23815140390586,4.51953392730429,0.2,2.3
Zürich,C7,2017,Standardprodukt,10.30673919770417,3.926661118203765,4.98379862676756,0.01,1.5
Wallis,C7,2016,Standardprodukt,12.43303102499801,4.23898683583278,6.38536577316523,0.508678416,1.3
Thurgau,C7,2016,Standardprodukt,12.69142856317275,5.21605237611297,5.50753761870598,0.31,1.3
Thurgau,C7,2012,Standardprodukt,12.34006818251624,3.88261285611793,7.52914499641277,0.167,0.45
Bern,C7,2014,Standardprodukt,13.25579461497906,4.35608646205131,8.29970815292775,0.005,0.6
Appenzell Ausserrhoden,C7,2017,Standardprodukt,10.69286280781172,4.55791140390586,4.63495140390586,0,1.5
Tessin,C7,2018,Standardprodukt,13.9811541328077,5.0377517712033,5.7634023616044,1.03,2.3
Appenzell Ausserrhoden,C7,2024,Standardprodukt,23.82434732,6.512485644444444,15.01186167555556,0,2.3
Zürich,C7,2011,Standardprodukt,11.2427056620311,3.81367758697458,7.15226108670498,0,0.45
Wallis,C7,2025,Standardprodukt,21.21078368,3.78568,14.69510368,0.43,2.3
Thurgau,C7,2024,Standardprodukt,25.73410595555556,6.8108,15.9,0.35,2.3
Appenzell Ausserrhoden,C7,2023,Standardprodukt,19.83585827555556,4.909445644444444,12.62641263111111,0,2.3
Thurgau,C7,2013,Standardprodukt,12.4700771367076,3.78638166547092,7.85075237411955,0.167,0.45
Tessin,C7,2015,Standardprodukt,13.40716680723025,5.11777103883212,6.66552883760715,0.84,1.1
Basel-Landschaft,C7,2014,Standardprodukt,11.30593795938378,3.31427684494302,7.06742139382506,0.324239720615705,0.6
Tessin,C7,2016,Standardprodukt,14.00158812364698,5.21877392541473,6.40532584424104,0.92,1.3
Freiburg,C7,2023,Standardprodukt,17.969552637,3.761292767555556,11.90825986944444,0,2.3
Zug,C7,2018,Standardprodukt,15.0200555181663,5.91768489191134,6.56737062625496,0.235,2.3
Basel-Landschaft,C7,2012,Standardprodukt,11.71745421931011,2.98957998919002,8.08787423012009,0.19,0.45
Appenzell Ausserrhoden,C7,2016,Standardprodukt,10.135875540888,3.78373724443332,5.05213829645468,0,1.3
Wallis,C7,2014,Standardprodukt,12.56328919508073,4.03858157016589,7.50065655824817,0.424051066666667,0.6
Tessin,C7,2012,Standardprodukt,14.87095195431332,5.37114814271533,7.77526944963859,0.68,0.45
Appenzell Ausserrhoden,C7,2014,Standardprodukt,9.65666378872976,3.13861046796862,5.91805332076114,0,0.6
Bern,C7,2022,Standardprodukt,16.576879392,4.580803409777777,9.696075982222222,0,2.3
Zürich,C7,2023,Standardprodukt,18.00378416666667,4.566275226666667,10.41313193777778,0.01,2.3
Wallis,C7,2020,Standardprodukt,13.41572805040569,3.208,7.52772805040569,0.38,2.3
Tessin,C7,2023,Standardprodukt,19.12917224888889,5.9696,12,1.01,2.3
Wallis,C7,2017,Standardprodukt,10.09498683583278,3.48698683583278,4.69,0.418,1.5
Appenzell Ausserrhoden,C7,2021,Standardprodukt,12.76263135892505,3.90476247841762,6.55786888050743,0,2.3
Wallis,C7,2023,Standardprodukt,22.77891756444444,3.38176,16.68715756444444,0.41,2.3
Appenzell Ausserrhoden,C7,2022,Standardprodukt,13.03172846666667,4.178755155555556,6.552973311111111,0,2.3
Tessin,C7,2025,Standardprodukt,20.599966608,7.07715248,10.112814128,1.11,2.3
Thurgau,C7,2017,Standardprodukt,12.20260189929564,4.9785147826295,4.82,0.31,1.5
Appenzell Ausserrhoden,C7,2025,Standardprodukt,21.25633644,5.253401955555556,13.70293448444444,0,2.3
Waadt,C7,2025,Standardprodukt,21.32146731655556,5.420995575333333,11.80916031555556,1.57,2.3
Wallis,C7,2021,Standardprodukt,12.69835255840477,3.208,6.81035255840477,0.38,2.3
Tessin,C7,2011,Standardprodukt,14.7760223314134,6.28594734333112,7.36007498808228,0.68,0.45
Wallis,C7,2015,Standardprodukt,13.46338748066356,4.37026708958195,6.94014997616456,0.5810612,1.1
Tessin,C7,2014,Standardprodukt,14.16383347389692,5.67522190849812,7.0386115653988,0.85,0.6
Wallis,C7,2012,Standardprodukt,13.93095825528865,3.7957130997845,9.26600628066357,0.31,0.45
Wallis,C7,2011,Standardprodukt,13.45436415532847,3.45299210149967,9.26600628066357,0.34,0.45
Tessin,C7,2020,Standardprodukt,14.87518812364698,4.77237392541473,6.71281419823225,1.09,2.3
Appenzell Ausserrhoden,C7,2013,Standardprodukt,10.89921369513603,2.8746992062694,7.57451448886663,0,0.45
Tessin,C7,2017,Standardprodukt,13.95518812364698,5.21237392541473,5.80046892303119,0.88,1.5
Bern,C7,2019,Standardprodukt,15.32444585199482,4.72444585199482,8.3,0,2.3
Tessin,C7,2021,Standardprodukt,14.98939075648042,4.89657655824817,6.66281419823225,1.13,2.3
Wallis,C7,2019,Standardprodukt,13.68075787466489,3.89981052981318,7.04636611455138,0.46,2.3
Tessin,C7,2013,Standardprodukt,14.4411527892049,4.9107578746649,7.81124333956631,0.68,0.45
Appenzell Ausserrhoden,C7,2012,Standardprodukt,10.58033217921114,3.11123299136705,7.01909918784409,0,0.45
Tessin,C7,2024,Standardprodukt,24.29355592888889,8.05386172,13.77,1.01,2.3
Freiburg,C7,2025,Standardprodukt,20.70146731655555,4.693207447111111,13.70825986944445,0,2.3
Freiburg,C7,2024,Standardprodukt,24.47146731655555,5.463207447111111,16.70825986944444,0,2.3
Basel-Stadt,C7,2016,Standardprodukt,19.12036947345901,5.55201293936871,6.65627536954712,5.61208116454318,1.3
Basel-Stadt,C7,2022,Standardprodukt,20.47088228,6.1746068,6.45627548,5.54,2.3
Zug,C7,2021,Standardprodukt,15.83680447069519,6.02225062625496,7.27955384444023,0.235,2.3
Basel-Landschaft,C7,2022,Standardprodukt,13.05122556,3.8499985,6.68122706,0.22,2.3
Basel-Landschaft,C7,2024,Standardprodukt,22.16133904,6.15930706,13.53206698,0.169965,2.3
Freiburg,C7,2014,Standardprodukt,12.96787348061307,3.92961369951211,8.43825978110096,0,0.6
Basel-Landschaft,C7,2015,Standardprodukt,11.24861510687377,3.21427684494302,6.46009854131505,0.474239720615705,1.1
Basel-Landschaft,C7,2013,Standardprodukt,11.04429138842007,2.83957998919002,7.55471139923005,0.2,0.45
Freiburg,C7,2022,Standardprodukt,14.29315360366667,3.554893734222222,8.438259869444444,0,2.3
Basel-Landschaft,C7,2020,Standardprodukt,13.40617385946257,3.42627712587003,7.47680783359254,0.2030889,2.3
Zug,C7,2012,Standardprodukt,11.51015031118091,3.50188968475086,7.55826062643005,0,0.45
Glarus,C7,2023,Standardprodukt,18.97177398666667,5.071773986666667,10.6,0.3,2.3
Glarus,C7,2019,Standardprodukt,12.75531452158885,4.47381285611793,5.5,0.3,2.3
Jura,C7,2020,Standardprodukt,15.24444585199482,4.64444585199482,8.3,0,2.3
Jura,C7,2017,Standardprodukt,14.1073347542721,5.3073347542721,7.3,0,1.5
Jura,C7,2019,Standardprodukt,15.32444585199482,4.72444585199482,8.3,0,2.3
Glarus,C7,2014,Standardprodukt,11.95424594606059,4.24244404676494,5.8839192841769,0.3,0.6
Zug,C7,2025,Standardprodukt,20.32670044888889,5.276700448888889,12.75,0,2.3
Jura,C7,2016,Standardprodukt,13.95704290719985,5.3573347542721,7.29970815292775,0,1.3
Glarus,C7,2017,Standardprodukt,11.96877070864863,4.36675964208845,5.36130642805897,0.3,1.5
Jura,C7,2024,Standardprodukt,21.01301477688889,7.212938794666667,11.49607598222222,0.004,2.3
Jura,C7,2018,Standardprodukt,15.43356585199482,4.83356585199482,8.3,0,2.3
Jura,C7,2012,Standardprodukt,12.54766635948683,3.95951121821819,8.13815514126864,0,0.45
Zug,C7,2011,Standardprodukt,11.2427056620311,3.64044457532612,7.15226108670498,0,0.45
Freiburg,C7,2019,Standardprodukt,14.02667348061307,3.28841369951211,8.43825978110096,0,2.3
Basel-Landschaft,C7,2018,Standardprodukt,13.48114924903756,3.58627712587003,7.17487212316753,0.42,2.3
Freiburg,C7,2017,Standardprodukt,13.69433219825193,3.75607241715097,8.43825978110096,0,1.5
Zug,C7,2020,Standardprodukt,15.74506740806969,5.49507929797309,7.7149881100966,0.235,2.3
Basel-Landschaft,C7,2021,Standardprodukt,12.40617385946257,3.42627712587003,6.47680783359254,0.2030889,2.3
Basel-Landschaft,C7,2011,Standardprodukt,11.74697136680009,3.23664570502001,7.99032566178008,0.07,0.45
Zug,C7,2014,Standardprodukt,11.49846422447174,3.86972114187322,7.02874308259852,0,0.6
Zug,C7,2015,Standardprodukt,11.3600822814506,3.86572114187322,6.38436113957738,0.01,1.1
Basel-Landschaft,C7,2023,Standardprodukt,21.49347574,4.30862564,14.7251641,0.159686,2.3
Basel-Landschaft,C7,2025,Standardprodukt,20.84377622,4.8219342,13.55664702,0.165195,2.3
Zug,C7,2022,Standardprodukt,16.92810718888889,6.378553371111111,7.779553817777778,0.47,2.3
Zug,C7,2013,Standardprodukt,11.40197139858122,3.30210314435495,7.64986825422627,0,0.45
Basel-Stadt,C7,2014,Standardprodukt,16.45425763566484,3.94718226611772,6.65627536954712,5.2508,0.6
St. Gallen,C7,2021,Standardprodukt,13.11136,3.90476247841762,6.39368925488232,0.2,2.3
Basel-Stadt,C7,2025,Standardprodukt,24.63700736,8.260001266666666,8.563293093333334,5.513713,2.3
Basel-Stadt,C7,2023,Standardprodukt,23.48243,7.146812586666667,8.430904413333334,5.604713,2.3
Basel-Stadt,C7,2012,Standardprodukt,16.42886633854529,3.54646403950595,7.42240229903934,5.01,0.45
Basel-Stadt,C7,2011,Standardprodukt,16.58959389190607,3.89719159286673,7.42240229903934,4.82,0.45
St. Gallen,C7,2013,Standardprodukt,11.86027953566349,3.24958295842764,7.529902807811714,0.2,0.45
Basel-Stadt,C7,2013,Standardprodukt,16.25959389190607,3.23719159286673,7.42240229903934,5.15,0.45
Basel-Stadt,C7,2015,Standardprodukt,18.38296252894327,5.35668715939615,6.65627536954712,5.27,1.1
Freiburg,C7,2018,Standardprodukt,14.15858816002279,3.42032837892183,8.43825978110096,0,2.3
Freiburg,C7,2013,Standardprodukt,12.32230666262358,3.43404688152262,8.43825978110096,0,0.45
Basel-Stadt,C7,2019,Standardprodukt,20.44207919365654,6.06361293936871,6.45627536954712,5.62219088474071,2.3
Aargau,C7,2011,Standardprodukt,11.74483736884326,3.35375047482391,7.72187389061632,0.2,0.45
Zürich,C7,2020,Standardprodukt,12.29886535432431,3.55821726079443,6.90276333094184,0.01,2.3
Schwyz,C7,2015,Standardprodukt,12.59324335288942,5.35058056978869,6.38436113957738,0.4,1.1
Aargau,C7,2017,Standardprodukt,10.43547197644046,3.39326179554665,4.98424589119164,0.28,1.5
Bern,C7,2016,Standardprodukt,13.95704290719985,5.3573347542721,7.29970815292775,0,1.3
Schaffhausen,C7,2012,Standardprodukt,11.49651370961196,3.63544279303188,7.425235029756625,0,0.45
Aargau,C7,2020,Standardprodukt,13.91083018431633,3.13736245841036,7.09165046796862,0.29,2.3
Schaffhausen,C7,2018,Standardprodukt,11.48943820489252,4.31914899419323,4.87028921069929,0,2.3
Schwyz,C7,2022,Standardprodukt,14.029161088,4.614331173333333,6.315387784444445,0.66,2.3
Aargau,C7,2016,Standardprodukt,10.67082466944276,3.62680062744116,4.95276333094184,0.27,1.3
Obwalden,C7,2020,Standardprodukt,13.74007334560624,4.32032,6.21975334560624,0.9,2.3
Schaffhausen,C7,2021,Standardprodukt,11.95708608502595,4.10373798838646,5.55334809663949,0,2.3
Waadt,C7,2013,Standardprodukt,14.07264130251736,4.03212309457066,8.6905182079467,0.9,0.45
Waadt,C7,2015,Standardprodukt,14.25444765024124,3.90392944229454,8.1505182079467,0.9,1.1
Aargau,C7,2015,Standardprodukt,11.33781285611793,3.7927192841769,6.19685874730957,0.2,1.1
Schaffhausen,C7,2024,Standardprodukt,21.15960671422222,7.449606714222222,11.41,0,2.3
Schaffhausen,C7,2020,Standardprodukt,12.32124468851001,4.33770899419323,5.68353569431678,0,2.3
Nidwalden,C7,2014,Standardprodukt,13.03661731499353,4.23661731499353,7.2,1,0.6
